"COMP","DATE","AVG_VOL","MAX_VOL","MIN_VOL"
"TGT","2023-12-06","0.2599493173452524","1.040008544921875","0.0550079345703125"
"TGT","2023-12-07","0.24208460098657852","0.95989990234375","0.06500244140625"
"TGT","2023-12-08","0.23644589155148238","1.0710906982421875","0.0600128173828125"
"TGT","2023-12-11","0.2115175296098758","0.910003662109375","0.0850067138671875"
"TGT","2023-12-12","0.2075046637119391","0.720001220703125","0.05499267578125"
"TGT","2023-12-13","0.2379124959309896","1.32000732421875","0.029998779296875"
"TGT","2023-12-14","0.3571466299203726","1.57000732421875","0.089996337890625"
"TGT","2023-12-15","0.2804733667618189","1.350006103515625","0.0800018310546875"
"WMT","2023-12-04","0.18805968455779246","0.9699859619140625","0.05999755859375"
"WMT","2023-12-05","0.17689220721905047","0.81280517578125","0.05999755859375"
"WMT","2023-12-06","0.18934103158804086","1.214996337890625","0.0449981689453125"
"WMT","2023-12-07","0.18579903627053285","1.3199920654296875","0.040008544921875"
"WMT","2023-12-08","0.1646251189403045","0.730010986328125","0.045501708984375"
"WMT","2023-12-11","0.17382382123898238","0.9199981689453125","0.0500030517578125"
"WMT","2023-12-12","0.16211974315154246","0.6100006103515625","0.029998779296875"
"WMT","2023-12-13","0.1869184053861178","0.709991455078125","0.05999755859375"
"WMT","2023-12-14","0.2102025349934896","1.19000244140625","0.0800018310546875"
"WMT","2023-12-15","0.20752696501903045","1.329986572265625","0.05999755859375"
